ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0002675	positive regulation of acute inflammatory response	6/2067	44/19786	3.094119e-01	6.177951e-01	4.890283e-01	CREB3L3/CNR1/F12/OSMR/NPY5R/C2CD4B	  6
BP	GO:0010761	fibroblast migration	6/2067	44/19786	3.094119e-01	6.177951e-01	4.890283e-01	PAK3/AKAP12/CYGB/DDR2/PRKCE/SLC8A1	  6
BP	GO:0010828	positive regulation of glucose transmembrane transport	6/2067	44/19786	3.094119e-01	6.177951e-01	4.890283e-01	IGF1/SORBS1/PIK3R1/C1QTNF2/KLF15/IRS1	  6
BP	GO:0043303	mast cell degranulation	6/2067	44/19786	3.094119e-01	6.177951e-01	4.890283e-01	GAB2/RAC2/STXBP1/RASGRP1/GATA2/LAT	  6
BP	GO:0070296	sarcoplasmic reticulum calcium ion transport	6/2067	44/19786	3.094119e-01	6.177951e-01	4.890283e-01	ATP1A2/PDE4D/HRC/CACNA1C/SLC8A1/ATP2A1	  6
BP	GO:0034381	plasma lipoprotein particle clearance	10/2067	79/19786	3.094503e-01	6.177951e-01	4.890283e-01	DGAT2/APOB/EHD1/APOC3/APOA1/APOC1/VLDLR/LIPC/SOAT2/PCSK9	 10
BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	40/2067	352/19786	3.097199e-01	6.177951e-01	4.890283e-01	TENM1/IGF1/HGF/KITLG/PAK3/FGFR1/EDN1/MAP3K20/CDC6/GADD45B/FLT1/FGF1/CCND2/TGFB3/CXCR4/BMP2/GADD45G/DUSP9/HTR2B/DUSP5/PDE5A/EGF/DUSP6/NTRK3/MAP3K21/C1QTNF2/EGFR/ADRA2A/FGF18/FZD5/ADORA1/SYK/ROR2/CDK1/RASGRP1/IQGAP3/NTF3/C5AR1/MAP3K5/LPAR1	 40
BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle	22/2067	187/19786	3.099863e-01	6.177951e-01	4.890283e-01	FHL1/GTSE1/CDC6/E2F1/CCNE1/CCL2/HYAL1/KIF14/CCND2/CDKN2C/SOX4/E2F8/KCNA5/GPNMB/EGFR/CDC25C/DACT1/FAM107A/CDK1/SLFN11/KANK2/MIR214	 22
BP	GO:0000272	polysaccharide catabolic process	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	PYGM/G6PC/PGM2L1/MGAM	  4
BP	GO:0010934	macrophage cytokine production	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	IRAK3/TGFB2/TGFB3/GAS6	  4
BP	GO:0031645	negative regulation of neurological system process	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	AVP/CELF4/CTSC/NLGN4X	  4
BP	GO:0036152	phosphatidylethanolamine acyl-chain remodeling	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	PLA2G4C/PLA2G4A/PLBD1/PLA2G4F	  4
BP	GO:0043304	regulation of mast cell degranulation	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	GAB2/RAC2/STXBP1/GATA2	  4
BP	GO:0048520	positive regulation of behavior	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	MEF2C/SGIP1/GJA1/NPAS2	  4
BP	GO:0048668	collateral sprouting	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	COBL/SPP1/WNT3A/BDNF	  4
BP	GO:1903959	regulation of anion transmembrane transport	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	ATP1A2/ABCB1/RGS2/AGT	  4
BP	GO:1904861	excitatory synapse assembly	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	NTRK3/GRID2/NRXN1/SHANK3	  4
BP	GO:1905563	negative regulation of vascular endothelial cell proliferation	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	MEF2C/FLT1/CCL2/MIR424	  4
BP	GO:2000482	regulation of interleukin-8 secretion	4/2067	27/19786	3.101019e-01	6.177951e-01	4.890283e-01	CRP/ANXA1/TLR2/SSC5D	  4
BP	GO:0002285	lymphocyte activation involved in immune response	21/2067	178/19786	3.108122e-01	6.187922e-01	4.898176e-01	ITM2A/ICAM1/MFNG/LGALS1/CORO1A/IL27RA/TNFSF4/FGL2/LGALS3/ANXA1/DOCK10/LCP1/HLX/LEF1/NFKBIZ/IL18/STAT3/EXO1/ATAD5/DLL1/HLA-DMB	 21
BP	GO:0050709	negative regulation of protein secretion	21/2067	178/19786	3.108122e-01	6.187922e-01	4.898176e-01	CD22/SREBF1/SFRP1/IL27RA/FN1/GBP1/APOA1/SYT4/RSAD2/ANXA1/IL33/LRRC32/DRD2/ADRA2A/BANK1/RAB11FIP1/VSNL1/IRS1/CD34/SSC5D/GAS6	 21
BP	GO:0034502	protein localization to chromosome	11/2067	88/19786	3.112311e-01	6.194171e-01	4.903123e-01	NDC80/TTK/KNL1/BRCA2/CDCA5/BUB1B/PLK1/CDK1/ESCO2/HASPIN/AURKB	 11
BP	GO:0050663	cytokine secretion	34/2067	297/19786	3.115112e-01	6.197654e-01	4.905879e-01	NOS2/BTN3A1/CCN4/IL27RA/TCIRG1/IFIH1/FN1/GBP1/APOA1/AKAP12/CRP/CHI3L1/POSTN/VTCN1/ANXA1/DYSF/AGT/HTR2B/IL33/TLR2/LRRC32/DRD2/BANK1/FZD5/SYK/RASGRP1/CD34/SSC5D/AGTR2/GAS6/SOCS1/BTN3A2/CARD11/PNP	 34
BP	GO:0035690	cellular response to drug	45/2067	399/19786	3.148612e-01	6.206786e-01	4.913108e-01	NOS2/BRCA1/HGF/ABCC2/RAD51/PDE4A/EDN1/MEF2C/ICAM1/CHRNA4/GLRA2/SFRP1/AHR/PPIF/P2RX3/ECT2/CXCR4/SOX9/KDR/DDC/TRPC6/CCNA2/CRHBP/KCNMB1/EGFR/ADIRF/FBXO32/CHRNB2/MSX1/FABP1/KCNC2/DDIT4/P2RY1/CDK1/GPR37/PRKCE/P2RY2/BNIP3/AGTR2/CHRM2/PYCR1/SLC8A1/GAS6/BLM/MAP3K5	 45
BP	GO:0002931	response to ischemia	7/2067	53/19786	3.153146e-01	6.206786e-01	4.913108e-01	CASR/CAV1/PPIF/BVES/FAIM2/GJA1/MAP3K5	  7
BP	GO:0036465	synaptic vesicle recycling	7/2067	53/19786	3.153146e-01	6.206786e-01	4.913108e-01	SYT7/STX1B/RAB3A/SH3GL2/DNAJC6/WNT3A/SLC2A4	  7
BP	GO:1901215	negative regulation of neuron death	31/2067	270/19786	3.157420e-01	6.206786e-01	4.913108e-01	TFAP2B/MEF2C/CORO1A/MAG/UNC5B/CCL2/KIF14/TGFB3/WNT1/GDF5/VSTM2L/AGAP2/FAIM2/GPNMB/STXBP1/GABRB2/NTRK2/SLC7A11/WNT3A/FOXQ1/GRIK2/STAT3/GDNF/CD34/GRIN1/GABRA5/FZD9/XRCC2/C5AR1/CNTF/NEFL	 31
BP	GO:0051147	regulation of muscle cell differentiation	24/2067	206/19786	3.168179e-01	6.206786e-01	4.913108e-01	IGF1/EHD2/CTNNA2/EDN1/MEF2C/NFATC2/EHD1/RIPOR2/RGS2/BMP2/BOC/WNT3A/PLPP7/MSX1/GPER1/RBPMS2/BDNF/BHLHA15/ADGRB1/TMEM119/FOXO4/DLL1/MIR22/MIR424	 24
BP	GO:0001779	natural killer cell differentiation	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	PRDM1/RASGRP1/GAS6	  3
BP	GO:0007625	grooming behavior	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	AVP/DRD2/NRXN1	  3
BP	GO:0032011	ARF protein signal transduction	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	ARFGEF3/PSD2/PSD3	  3
BP	GO:0032012	regulation of ARF protein signal transduction	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	ARFGEF3/PSD2/PSD3	  3
BP	GO:0042693	muscle cell fate commitment	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	MEF2C/ACVR1/WNT3A	  3
BP	GO:0051412	response to corticosterone	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	NTRK3/FOS/NEFL	  3
BP	GO:0051798	positive regulation of hair follicle development	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	TGFB2/FOXN1/KRT17	  3
BP	GO:0072176	nephric duct development	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	WNT11/WNT9B/LHX1	  3
BP	GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	ZFP36/ZFP36L1/NANOS3	  3
BP	GO:1900272	negative regulation of long-term synaptic potentiation	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	PTN/ADORA1/FAM107A	  3
BP	GO:1902170	cellular response to reactive nitrogen species	3/2067	19/19786	3.187081e-01	6.206786e-01	4.913108e-01	CCNA2/KCNC2/MAP3K5	  3
BP	GO:0060491	regulation of cell projection assembly	21/2067	179/19786	3.201406e-01	6.206786e-01	4.913108e-01	TENM1/ANLN/WAS/ICAM1/PPP1R16B/CAV1/COBL/NEURL1/MAK/RIPOR2/HRG/TGFB3/WNT1/RAC2/TENM2/CDC42EP5/GAP43/HAP1/EPS8L2/ESPN/MIR214	 21
BP	GO:0003230	cardiac atrium development	5/2067	36/19786	3.216492e-01	6.206786e-01	4.913108e-01	TGFB2/ACVR1/SOX4/DLL4/BMPR2	  5
BP	GO:0031076	embryonic camera-type eye development	5/2067	36/19786	3.216492e-01	6.206786e-01	4.913108e-01	BMP7/RDH10/ALDH1A2/FZD5/RARG	  5
BP	GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	5/2067	36/19786	3.216492e-01	6.206786e-01	4.913108e-01	BRCA1/TP63/SFRP1/NR0B1/KANK2	  5
BP	GO:0036314	response to sterol	5/2067	36/19786	3.216492e-01	6.206786e-01	4.913108e-01	F7/MLC1/INHBA/TGFBR2/PTCH1	  5
BP	GO:0048255	mRNA stabilization	5/2067	36/19786	3.216492e-01	6.206786e-01	4.913108e-01	E2F1/ZFP36/GDNF/AXIN2/TENT5C	  5
BP	GO:0051180	vitamin transport	5/2067	36/19786	3.216492e-01	6.206786e-01	4.913108e-01	SLC52A3/APOA1/SLC2A2/SLC23A1/SLC22A13	  5
BP	GO:0097484	dendrite extension	5/2067	36/19786	3.216492e-01	6.206786e-01	4.913108e-01	CACNG7/SH3GL2/RASAL1/CXCR4/SYT4	  5
BP	GO:0002158	osteoclast proliferation	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	TCIRG1/NPR3	  2
BP	GO:0002638	negative regulation of immunoglobulin production	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	CD22/IL33	  2
BP	GO:0002692	negative regulation of cellular extravasation	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	IL27RA/CXCL12	  2
BP	GO:0002836	positive regulation of response to tumor cell	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	HRG/CD226	  2
BP	GO:0002839	positive regulation of immune response to tumor cell	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	HRG/CD226	  2
BP	GO:0007100	mitotic centrosome separation	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	NEK2/KIF11	  2
BP	GO:0009437	carnitine metabolic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	ACADL/BBOX1	  2
BP	GO:0009786	regulation of asymmetric cell division	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	ASPM/WNT9B	  2
BP	GO:0010623	programmed cell death involved in cell development	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	KITLG/CNTF	  2
BP	GO:0010727	negative regulation of hydrogen peroxide metabolic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	MPV17L/STAT3	  2
BP	GO:0010728	regulation of hydrogen peroxide biosynthetic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	MPV17L/STAT3	  2
BP	GO:0010896	regulation of triglyceride catabolic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	APOC3/PLIN5	  2
BP	GO:0015791	polyol transport	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	SLC5A11/AQP3	  2
BP	GO:0016446	somatic hypermutation of immunoglobulin genes	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	POLQ/EXO1	  2
BP	GO:0021521	ventral spinal cord interneuron specification	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	GLI2/GLI3	  2
BP	GO:0021534	cell proliferation in hindbrain	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	EGF/C5AR1	  2
BP	GO:0021903	rostrocaudal neural tube patterning	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	WNT1/SOX17	  2
BP	GO:0030046	parallel actin filament bundle assembly	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	FMN2/ESPN	  2
BP	GO:0031987	locomotion involved in locomotory behavior	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	DRD2/GPR37	  2
BP	GO:0032025	response to cobalt ion	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	CASP8/BNIP3	  2
BP	GO:0032494	response to peptidoglycan	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	IRAK3/C5AR1	  2
BP	GO:0032908	regulation of transforming growth factor beta1 production	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	LUM/GATA6	  2
BP	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	GCDH/ACADL	  2
BP	GO:0033860	regulation of NAD(P)H oxidase activity	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	AGT/AGTR1	  2
BP	GO:0035404	histone-serine phosphorylation	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	RPS6KA5/AURKB	  2
BP	GO:0035457	cellular response to interferon-alpha	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	IFIT2/GAS6	  2
BP	GO:0035865	cellular response to potassium ion	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	CRHBP/DLG2	  2
BP	GO:0042117	monocyte activation	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	DYSF/AZU1	  2
BP	GO:0045060	negative thymic T cell selection	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	GLI3/ZAP70	  2
BP	GO:0046950	cellular ketone body metabolic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	HMGCS2/BDH1	  2
BP	GO:0048149	behavioral response to ethanol	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	CRHBP/DRD2	  2
BP	GO:0048262	determination of dorsal/ventral asymmetry	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	WNT8B/ACVR1	  2
BP	GO:0048263	determination of dorsal identity	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	WNT8B/ACVR1	  2
BP	GO:0048672	positive regulation of collateral sprouting	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	WNT3A/BDNF	  2
BP	GO:0048739	cardiac muscle fiber development	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	MYH11/SGCD	  2
BP	GO:0050667	homocysteine metabolic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	BHMT/CBS	  2
BP	GO:0051132	NK T cell activation	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	ELF4/IL18	  2
BP	GO:0051458	corticotropin secretion	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	CRHBP/APLN	  2
BP	GO:0051583	dopamine uptake involved in synaptic transmission	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	DRD2/GDNF	  2
BP	GO:0051934	catecholamine uptake involved in synaptic transmission	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	DRD2/GDNF	  2
BP	GO:0055015	ventricular cardiac muscle cell development	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	MYH10/CDK1	  2
BP	GO:0060088	auditory receptor cell stereocilium organization	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	RIPOR2/MYO7A	  2
BP	GO:0060281	regulation of oocyte development	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	IGF1/PDE5A	  2
BP	GO:0060453	regulation of gastric acid secretion	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	SGK1/OXTR	  2
BP	GO:0060573	cell fate specification involved in pattern specification	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	GLI2/GLI3	  2
BP	GO:0060767	epithelial cell proliferation involved in prostate gland development	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	SOX9/AR	  2
BP	GO:0060947	cardiac vascular smooth muscle cell differentiation	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	GATA6/GPER1	  2
BP	GO:0061302	smooth muscle cell-matrix adhesion	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	SERPINE1/VTN	  2
BP	GO:0070099	regulation of chemokine-mediated signaling pathway	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	EDN1/PADI2	  2
BP	GO:0070857	regulation of bile acid biosynthetic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	NR1D1/STARD4	  2
BP	GO:0071372	cellular response to follicle-stimulating hormone stimulus	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	EPHA8/INHBA	  2
BP	GO:0072110	glomerular mesangial cell proliferation	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	BMP7/IL6R	  2
BP	GO:0090043	regulation of tubulin deacetylation	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	FRY/MAPT	  2
BP	GO:0090073	positive regulation of protein homodimerization activity	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	MEF2C/LGALS3	  2
BP	GO:0090178	regulation of establishment of planar polarity involved in neural tube closure	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	SFRP1/SFRP2	  2
BP	GO:0090193	positive regulation of glomerulus development	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	IL6R/AGTR2	  2
BP	GO:0090209	negative regulation of triglyceride metabolic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	APOC3/PLIN5	  2
BP	GO:1900115	extracellular regulation of signal transduction	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	FBN2/FBN1	  2
BP	GO:1900116	extracellular negative regulation of signal transduction	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	FBN2/FBN1	  2
BP	GO:1900122	positive regulation of receptor binding	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	HFE/BDNF	  2
BP	GO:1901748	leukotriene D4 metabolic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	GGT1/GGT6	  2
BP	GO:1901750	leukotriene D4 biosynthetic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	GGT1/GGT6	  2
BP	GO:1904396	regulation of neuromuscular junction development	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	PTN/FZD9	  2
BP	GO:1905879	regulation of oogenesis	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	IGF1/PDE5A	  2
BP	GO:2000105	positive regulation of DNA-dependent DNA replication	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	FGFR1/E2F8	  2
BP	GO:2000392	regulation of lamellipodium morphogenesis	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	CD44/ENPP2	  2
BP	GO:2000669	negative regulation of dendritic cell apoptotic process	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	CXCL12/GAS6	  2
BP	GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	2/2067	11/19786	3.216811e-01	6.206786e-01	4.913108e-01	SRPX/INHBA	  2
BP	GO:0001885	endothelial cell development	9/2067	71/19786	3.218606e-01	6.206786e-01	4.913108e-01	ICAM1/PPP1R16B/PDE4D/STC1/CDH5/CLDN5/SOX18/NOTCH4/PECAM1	  9
BP	GO:0072678	T cell migration	9/2067	71/19786	3.218606e-01	6.206786e-01	4.913108e-01	ICAM1/IL27RA/CXCL12/CCL2/RIPOR2/ZAP70/S100A7/AIRE/S1PR1	  9
BP	GO:0032609	interferon-gamma production	17/2067	143/19786	3.237455e-01	6.239054e-01	4.938651e-01	BTN3A1/IL27RA/TCIRG1/PDE4D/IL1R1/TNFSF4/INHBA/VTCN1/IL33/IRF8/IL18/CD96/TNFRSF13C/FZD5/RASGRP1/GAS6/BTN3A2	 17
BP	GO:0060359	response to ammonium ion	17/2067	143/19786	3.237455e-01	6.239054e-01	4.938651e-01	CACNG4/CHRNA4/PITX3/CNR1/CXCR4/PPP1R1B/CCNA2/CRHBP/GABRB2/SDK1/DRD2/CHRNB2/KCNC2/PRKCE/GRIN1/OXTR/CHRM2	 17
BP	GO:0046939	nucleotide phosphorylation	16/2067	134/19786	3.244022e-01	6.249668e-01	4.947052e-01	MLXIPL/IGF1/PFKP/ALDOC/ESRRB/NUP210/CMPK2/ALDOB/AK5/AK4/PGM2L1/DDIT4/STAT3/PFKFB3/NUPR1/ZBTB20	 16
BP	GO:0006664	glycolipid metabolic process	15/2067	125/19786	3.249140e-01	6.255443e-01	4.951624e-01	FA2H/ST6GALNAC5/PIGZ/GAL3ST1/UGCG/GBGT1/ST8SIA6/GAL3ST2/B3GALT2/B3GALT1/UGT8/ENPP7/GAL3ST4/NEU4/GBA3	 15
BP	GO:0046031	ADP metabolic process	15/2067	125/19786	3.249140e-01	6.255443e-01	4.951624e-01	MLXIPL/IGF1/PFKP/ALDOC/ESRRB/NUP210/ALDOB/AK5/AK4/PGM2L1/DDIT4/STAT3/PFKFB3/NUPR1/ZBTB20	 15
BP	GO:0046634	regulation of alpha-beta T cell activation	14/2067	116/19786	3.252456e-01	6.259784e-01	4.955060e-01	HFE/PRDM1/GLI3/ZAP70/TNFSF4/ANXA1/HLX/NFKBIZ/IL18/RUNX1/TGFBR2/SYK/SOCS1/PNP	 14
BP	GO:0006733	oxidoreduction coenzyme metabolic process	23/2067	198/19786	3.269017e-01	6.289606e-01	4.978666e-01	MLXIPL/FMO1/IGF1/ME1/PFKP/FMO2/ALDOC/ESRRB/PTGIS/NUP210/ALDOB/NMNAT2/NMNAT3/PGM2L1/DDIT4/STAT3/PFKFB3/RBKS/SLC22A13/NUPR1/ZBTB20/PNP/SLC5A8	 23
BP	GO:0001953	negative regulation of cell-matrix adhesion	6/2067	45/19786	3.285242e-01	6.310531e-01	4.995230e-01	JAG1/SERPINE1/POSTN/PIK3R1/FAM107A/AJAP1	  6
BP	GO:0009069	serine family amino acid metabolic process	6/2067	45/19786	3.285242e-01	6.310531e-01	4.995230e-01	GGT1/AGXT2/SLC7A11/CBS/SERINC5/CBSL	  6
BP	GO:0030834	regulation of actin filament depolymerization	6/2067	45/19786	3.285242e-01	6.310531e-01	4.995230e-01	ADD2/TMOD2/SPTBN5/PLEKHH2/SPTBN4/LMOD1	  6
BP	GO:0034105	positive regulation of tissue remodeling	6/2067	45/19786	3.285242e-01	6.310531e-01	4.995230e-01	VDR/HRG/EGFR/IL18/SYK/MIR214	  6
BP	GO:0045839	negative regulation of mitotic nuclear division	6/2067	45/19786	3.285242e-01	6.310531e-01	4.995230e-01	NDC80/BMP7/TTK/CENPF/PLK1/AURKB	  6
BP	GO:1901292	nucleoside phosphate catabolic process	21/2067	180/19786	3.295465e-01	6.328108e-01	5.009143e-01	UPP2/MLXIPL/IGF1/PDE4A/PFKP/PDE4C/ALDOC/PDE4D/ESRRB/NUP210/ALDOB/PDE5A/PGM2L1/DDIT4/STAT3/PFKFB3/PDE7B/NUPR1/ZBTB20/ENPP1/PNP	 21
BP	GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	7/2067	54/19786	3.327777e-01	6.381845e-01	5.051679e-01	NR1D1/ANO1/EPHA5/CLTRN/ADRA2A/VSNL1/PRKCE	  7
BP	GO:0070266	necroptotic process	7/2067	54/19786	3.327777e-01	6.381845e-01	5.051679e-01	BIRC3/CASP8/CAV1/PPIF/FZD9/MIR22/MIR214	  7
BP	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	7/2067	54/19786	3.327777e-01	6.381845e-01	5.051679e-01	LGI1/HPCA/DLG2/CPT1C/GSG1L/ITGB3/FRRS1L	  7
BP	GO:2001258	negative regulation of cation channel activity	7/2067	54/19786	3.327777e-01	6.381845e-01	5.051679e-01	GNB5/CAV1/DYSF/DRD2/GEM/RRAD/KCNE3	  7
BP	GO:0042129	regulation of T cell proliferation	24/2067	208/19786	3.343354e-01	6.399402e-01	5.065577e-01	CD4/IGF1/CORO1A/ZAP70/TNFSF4/TMEM131L/RAC2/FOXJ1/LGALS3/SFTPD/VTCN1/ANXA1/GPNMB/LRRC32/PDE5A/GNRH1/IL18/CD1D/TNFRSF13C/VCAM1/TGFBR2/CARD11/PNP/HLA-DMB	 24
BP	GO:0001782	B cell homeostasis	4/2067	28/19786	3.347780e-01	6.399402e-01	5.065577e-01	MEF2C/DOCK10/TNFRSF13C/SPNS2	  4
BP	GO:0015949	nucleobase-containing small molecule interconversion	4/2067	28/19786	3.347780e-01	6.399402e-01	5.065577e-01	AK5/AK4/RRM2/GLRX	  4
BP	GO:0035883	enteroendocrine cell differentiation	4/2067	28/19786	3.347780e-01	6.399402e-01	5.065577e-01	HNF4A/BMP5/GATA6/DLL1	  4
BP	GO:0036296	response to increased oxygen levels	4/2067	28/19786	3.347780e-01	6.399402e-01	5.065577e-01	CAV1/COL1A1/KCNA5/BNIP3	  4
BP	GO:0043302	positive regulation of leukocyte degranulation	4/2067	28/19786	3.347780e-01	6.399402e-01	5.065577e-01	GAB2/STXBP1/ITGB2/GATA2	  4
BP	GO:0046134	pyrimidine nucleoside biosynthetic process	4/2067	28/19786	3.347780e-01	6.399402e-01	5.065577e-01	UPP2/TYMP/CDA/TK1	  4
BP	GO:0048261	negative regulation of receptor-mediated endocytosis	4/2067	28/19786	3.347780e-01	6.399402e-01	5.065577e-01	NECAB2/APOC3/APOC1/PCSK9	  4
BP	GO:0051000	positive regulation of nitric-oxide synthase activity	4/2067	28/19786	3.347780e-01	6.399402e-01	5.065577e-01	NPR3/HTR2B/S100A1/AGTR2	  4
BP	GO:1902751	positive regulation of cell cycle G2/M phase transition	4/2067	28/19786	3.347780e-01	6.399402e-01	5.065577e-01	DTL/CDK1/ATAD5/PBX1	  4
BP	GO:0051101	regulation of DNA binding	16/2067	135/19786	3.353519e-01	6.407376e-01	5.071889e-01	PLAUR/IGF1/SP100/E2F1/MDFI/NEK2/HJURP/LEF1/EGF/CDCA5/WNT3A/MSX1/HAND2/ITGA2/HEY1/WFIKKN2	 16
BP	GO:0035306	positive regulation of dephosphorylation	8/2067	63/19786	3.354124e-01	6.407376e-01	5.071889e-01	MEF2C/PPP1R16B/BMP2/DUSP26/ADORA1/ITGA2/NPNT/AGTR2	  8
